metagenome	source	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4572530.3	GenBank	eEF1A2 binding protein-like	2	-9	64.97	48.5	1	
4572530.3	GenBank	early B-cell factor	1	-5	84.62	26	1	
4572530.3	GenBank	early B-cell factor 1	1	-5	84.62	26	1	
4572530.3	GenBank	early B-cell factor 1 protein	1	-5	84.62	26	1	
4572530.3	GenBank	early B-cell factor 1, isoform CRA_a	1	-5	84.62	26	1	
4572530.3	GenBank	early B-cell factor 3 (predicted), isoform CRA_a	1	-12	81.58	38	1	
4572530.3	GenBank	early B-cell factor 3 (predicted), isoform CRA_d	1	-9	93.55	31	1	
4572530.3	GenBank	early B-cell factor 3, isoform CRA_e	1	-12	81.58	38	1	
4572530.3	GenBank	early B-cell factor, isoform CRA_c	1	-5	84.62	26	1	
4572530.3	GenBank	early B-cell transcription factor	1	-12	91.43	35	1	
4572530.3	GenBank	early growth response 1	2	-36	98.61	72	1	
4572530.3	GenBank	early growth response 2	1	-14	94.74	38	1	
4572530.3	GenBank	early growth response 2b	1	-14	94.74	38	1	
4572530.3	GenBank	early growth response 3	1	-23	85.71	56	1	
4572530.3	GenBank	echinoderm microtubule associated protein like 1	2	-7.5	76.435	34.5	1	
4572530.3	GenBank	echinoderm microtubule associated protein like 1, isoform CRA_b	1	-12	94.29	35	1	
4572530.3	GenBank	echinoderm microtubule associated protein like 4 (predicted), isoform CRA_a	1	-16	82.61	46	1	
4572530.3	GenBank	ecotropic viral integration site 1	1	-14	82.22	45	1	
4572530.3	GenBank	ecotropic viral integration site 5-like	1	-5	72.73	33	1	
4572530.3	GenBank	ect2 oncogene, isoform CRA_f	1	-12	84.62	39	1	
4572530.3	GenBank	ecto-5'-nucleotidase	2	-19	81.62	55.5	1	
4572530.3	GenBank	ectodermal-neural cortex 1-like protein	1	-10	93.55	31	1	
4572530.3	GenBank	ectodermin	1	-10	73.68	38	1	
4572530.3	GenBank	ectodysplasin	2	-28	100	60	1	
4572530.3	GenBank	ectodysplasin receptor	1	-23	91.8	61	1	
4572530.3	GenBank	ectonucleotidase enpp3	1	-8	65.79	38	1	
4572530.3	GenBank	ectonucleotide pyrophosphatase/phosphodiesterase 1	1	-7	62.16	37	1	
4572530.3	GenBank	ectonucleotide pyrophosphatase/phosphodiesterase 3, isoform CRA_b	2	-6	60	40	1	
4572530.3	GenBank	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)	2	-30	71.325	81.5	2	
4572530.3	GenBank	efflux transporter, RND family, MFP subunit	1	-38	77.06	109	1	
4572530.3	GenBank	egg receptor for sperm	1	-6	100	24	1	
4572530.3	GenBank	egl nine 1 protein	3	-30.333	95.853	67	2	
4572530.3	GenBank	egl nine homolog 3 (C. elegans)	1	-15	81.4	43	1	
4572530.3	GenBank	elastase 1 precursor	3	-13.667	85.297	43.333	1	
4572530.3	GenBank	elastase 2-like protein	2	-15	87.29	42.5	1	
4572530.3	GenBank	elastase 4 precursor	1	-8	100	27	1	
4572530.3	GenBank	elastase-like serine protease	1	-11	100	31	1	
4572530.3	GenBank	electrogenic Na+ bicarbonate cotransporter	1	-10	93.94	33	1	
4572530.3	GenBank	electrogenic sodium monocarboxylate cotransporter	2	-10	80	40	1	
4572530.3	GenBank	electromotor neuron-associated protein	2	-28.5	96.855	63.5	1	
4572530.3	GenBank	electron transport complex protein	2	-28	71.95	82	1	
4572530.3	GenBank	electron transport complex protein RnfC	2	-33	89.19	74	1	
4572530.3	GenBank	electron transport complex protein RnfD	1	-56	82.91	117	1	
4572530.3	GenBank	electron transport protein hydN	1	-31	100	66	1	
4572530.3	GenBank	elongation factor 1-alpha	4	-14	94.905	40	4	
4572530.3	GenBank	elongation factor RNA polymerase II, isoform CRA_b	1	-5	80.65	31	1	
4572530.3	GenBank	elongation factor TU	2	-32	98.935	67	1	
4572530.3	GenBank	elongation factor Tu GTP binding domain containing 1 isoform 2	2	-13	79.07	43	1	
4572530.3	GenBank	elongation factor-1 alpha	5	-18.6	90.686	48.8	4	
4572530.3	GenBank	elongation of very long chain fatty acids protein 4	2	-19.5	76.67	60	1	
4572530.3	GenBank	embryonic blastocoelar extracellular matrix protein precursor	1	-32	68.69	99	1	
4572530.3	GenBank	embryonic ectoderm development protein	1	-14	92.11	38	1	
4572530.3	GenBank	embryonic lethal abnormal vision like 1	1	-33	94.52	73	1	
4572530.3	GenBank	encephalopsin	1	-6	83.87	31	1	
4572530.3	GenBank	endo/excinuclease amino terminal domain protein	2	-14.5	66.655	57	1	
4572530.3	GenBank	endochitinase	1	-52	82.08	106	1	
4572530.3	GenBank	endofin	2	-11	73.845	42	1	
4572530.3	GenBank	endoglucanase	3	-10	71.027	45.667	1	
4572530.3	GenBank	endonuclease G	2	-23	87.27	55	1	
4572530.3	GenBank	endonuclease III	1	-17	94.87	39	1	
4572530.3	GenBank	endonuclease reverse transcriptase	6	-7	64.383	41.5	1	
4572530.3	GenBank	endonuclease/exonuclease/phosphatase family domain-containing protein 1	2	-12	93.75	32	1	
4572530.3	GenBank	endopeptidase PC1	2	-21	95.74	47	1	
4572530.3	GenBank	endophilin B1a	1	-7	96.3	27	1	
4572530.3	GenBank	endophilin-a2	1	-5	96	25	1	
4572530.3	GenBank	endoplasmic oxidoreductase 1 beta	1	-15	95.35	43	1	
4572530.3	GenBank	endoplasmic reticulum to nucleus signalling 1, isoform CRA_b	2	-11	88.89	36	1	
4572530.3	GenBank	endoribonuclease L-PSP, putative	1	-12	100	35	1	
4572530.3	GenBank	endothelial cell-specific adhesion molecule	1	-11	85	40	1	
4572530.3	GenBank	endothelial differentiation G-protein-coupled receptor 2	1	-53	91.74	109	1	
4572530.3	GenBank	endothelial differentiation G-protein-coupled receptor 6	1	-12	71.43	42	1	
4572530.3	GenBank	endothelial differentiation sphingolipid G-protein-coupled receptor 3	2	-18	70	60	1	
4572530.3	GenBank	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 6, isoform CRA_a	1	-12	71.43	42	1	
4572530.3	GenBank	endothelial kinase Quek1	2	-7.5	94.88	29	1	
4572530.3	GenBank	endothelin converting enzyme-1	4	-8	95.705	28.5	1	
4572530.3	GenBank	endothelin receptor B1	3	-8.333	98.247	28.333	1	
4572530.3	GenBank	endothelin receptor B2	1	-18	93.62	47	1	
4572530.3	GenBank	endothelin-converting enzyme 2b-2	1	-6	95.83	24	1	
4572530.3	GenBank	endou protein	1	-8	66.67	42	1	
4572530.3	GenBank	enhancer of polycomb homolog 1	1	-10	75	44	1	
4572530.3	GenBank	enhancer of zeste 1	1	-21	95.56	45	1	
4572530.3	GenBank	enolase	2	-10	81.97	36	1	
4572530.3	GenBank	enolase 1	3	-6.333	88.86	27	1	
4572530.3	GenBank	enolase 1 alpha	1	-16	93.18	44	1	
4572530.3	GenBank	enolase 1 isoform a	2	-14	97.56	41	1	
4572530.3	GenBank	enolase 1, (alpha)	6	-5.167	82.89	26.5	2	
4572530.3	GenBank	enolase 1, (alpha), isoform CRA_a	3	-6.333	88.86	27	1	
4572530.3	GenBank	enolase 2, gamma, isoform CRA_a	1	-15	90.7	43	1	
4572530.3	GenBank	enoyl Coenzyme A hydratase domain containing 1	4	-14.5	69.058	55	1	
4572530.3	GenBank	enoyl-CoA hydratase	1	-14	82.98	47	1	
4572530.3	GenBank	enoyl-CoA hydrotase	1	-10	67.35	49	1	
4572530.3	GenBank	enoylase-CoA hydratase	1	-20	75	64	1	
4572530.3	GenBank	ensconsin, putative	2	-6	63.89	36	1	
4572530.3	GenBank	envelope polyprotein	18	-19.5	60.713	76.722	4	
4572530.3	GenBank	envelope protein	37	-24.27	81.055	64.811	2	
4572530.3	GenBank	enzymatic glycosylation-regulating gene	2	-9	76.32	38	1	
4572530.3	GenBank	enzymatic polyprotein, putative	2	-10.5	72.67	47.5	1	
4572530.3	GenBank	eomesodermin	3	-14	88.57	43	1	
4572530.3	GenBank	ephrin B2a	1	-8	81.25	32	1	
4572530.3	GenBank	ephrin-A6	1	-15	78.72	47	1	
4572530.3	GenBank	epidermal growth factor receptor	9	-8.111	94.734	30.333	2	
4572530.3	GenBank	epidermal growth factor receptor pathway substrate 15 isoform B	2	-8	82.35	34	1	
4572530.3	GenBank	epidermal growth factor receptor pathway substrate 15, isoform CRA_c	1	-6	86.67	30	1	
4572530.3	GenBank	epiplakin	1	-37	90.12	81	1	
4572530.3	GenBank	epiplakin 1	1	-18	84.62	52	1	
4572530.3	GenBank	epiplakin-like protein	14	-30	87.471	72.929	1	
4572530.3	GenBank	epithelial V-like antigen 1	1	-11	91.18	34	1	
4572530.3	GenBank	epithelial calcium channel	3	-12.667	92.933	37.333	1	
4572530.3	GenBank	epithelial cell transforming sequence 2 oncogene	2	-11.5	86.975	40	1	
4572530.3	GenBank	epsilon-tubulin 1, isoform CRA_d	1	-13	87.18	39	1	
4572530.3	GenBank	epsin 1	4	-15	95.08	42.5	2	
4572530.3	GenBank	erbB3	8	-7.5	85.738	30.75	1	
4572530.3	GenBank	erg K+ channel	5	-29.2	93.444	64.8	1	
4572530.3	GenBank	error-prone DNA polymerase	1	-44	91.67	96	1	
4572530.3	GenBank	erythrocyte binding protein, putative	2	-11	66	50	1	
4572530.3	GenBank	erythrocyte membrane protein band 4.1 like 5	3	-10.667	93.94	34.333	1	
4572530.3	GenBank	erythrocyte protein band 4.1-like 3, isoform CRA_d	2	-17	74.55	55	1	
4572530.3	GenBank	erythrocyte protein band 4.1-like 3-like	2	-9	93.94	33	1	
4572530.3	GenBank	erythroid-specific mitochondrial mitoferrin	1	-13	87.18	39	1	
4572530.3	GenBank	erythronate-4-phosphate dehydrogenase	1	-35	80.46	87	1	
4572530.3	GenBank	es1 protein	1	-5	91.67	24	1	
4572530.3	GenBank	esrrg protein	3	-10.667	93.793	37.333	1	
4572530.3	GenBank	estrogen receptor alpha1	1	-23	96.36	55	1	
4572530.3	GenBank	estrogen receptor beta 2	3	-18.333	96.88	44.333	2	
4572530.3	GenBank	estrogen receptor-related receptor alpha	1	-12	97.44	39	1	
4572530.3	GenBank	estrogen receptor-related receptor beta a	5	-21.2	100	49.6	1	
4572530.3	GenBank	estrogen receptor-related receptor beta b	2	-20.5	100	50.5	1	
4572530.3	GenBank	estrogen-regulated protein	1	-15	87.8	41	1	
4572530.3	GenBank	estrogen-related receptor alpha	1	-15	100	38	1	
4572530.3	GenBank	estrogen-related receptor beta	1	-18	97.78	45	1	
4572530.3	GenBank	estrogen-related receptor gamma	2	-11	98.61	36	1	
4572530.3	GenBank	estrogen-related receptor gamma type 1	2	-41.5	98.765	82	1	
4572530.3	GenBank	ethanolamine kinase	2	-5	88.645	26.5	1	
4572530.3	GenBank	ethanolamine kinase 2, isoform CRA_b	2	-9	87.1	31	1	
4572530.3	GenBank	euchromatic histone lysine N-mthyltransferase EHMT2/G9a	2	-10.5	80.685	35.5	1	
4572530.3	GenBank	eukaryotic translation elongation factor 1 beta 2	2	-10.5	95.36	32.5	2	
4572530.3	GenBank	eukaryotic translation elongation factor 2	4	-30	88.575	70	2	
4572530.3	GenBank	eukaryotic translation initiation factor 2C, 2, isoform CRA_a	1	-19	90.57	53	1	
4572530.3	GenBank	eukaryotic translation initiation factor 2C, 3, isoform CRA_b	7	-7.714	95.759	29	1	
4572530.3	GenBank	eukaryotic translation initiation factor 3 subunit 7 zeta	1	-9	87.88	33	1	
4572530.3	GenBank	eukaryotic translation initiation factor 3, subunit 7 (zeta), isoform CRA_b	2	-17.5	97.675	43.5	1	
4572530.3	GenBank	eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa	1	-9	87.88	33	1	
4572530.3	GenBank	eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa, isoform CRA_a	1	-9	87.88	33	1	
4572530.3	GenBank	eukaryotic translation initiation factor 3, subunit 9 (eta)	3	-6.333	83.737	28.333	1	
4572530.3	GenBank	eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa	1	-5	80	25	1	
4572530.3	GenBank	eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa, isoform CRA_b	1	-5	80	25	1	
4572530.3	GenBank	eukaryotic translation initiation factor 4 gamma 3	1	-14	92.31	39	1	
4572530.3	GenBank	eukaryotic translation initiation factor 4 gamma, 3 (predicted), isoform CRA_a	1	-5	92.31	26	1	
4572530.3	GenBank	eukaryotic translation initiation factor 4A isoform 2	3	-12	94.823	39.333	1	
4572530.3	GenBank	eukaryotic translation initiation factor 4A, putative	1	-5	100	23	1	
4572530.3	GenBank	eukaryotic translation initiation factor 4B	1	-27	90.16	61	1	
4572530.3	GenBank	eukaryotic translation initiation factor 4E binding protein 1	1	-11	83.78	37	1	
4572530.3	GenBank	eukaryotic translation initiation factor 4E member 3	1	-5	62.86	35	1	
4572530.3	GenBank	eukaryotic translation initiation factor 5	2	-17	95.74	46	2	
4572530.3	GenBank	eukaryotic translation initiation factor 5B, isoform CRA_a	2	-5	91.3	23	1	
4572530.3	GenBank	eukaryotic translation initiation factor XeIF-4AIII	3	-13.333	100	36.333	1	
4572530.3	GenBank	eukaryotic translation initiation factor eIF-4A subunit, putative	1	-6	100	25	1	
4572530.3	GenBank	evolved beta-galactosidase subunit alpha	2	-36	97.33	75	1	
4572530.3	GenBank	excinuclease ABC subunit A	1	-33	97.18	71	1	
4572530.3	GenBank	excinuclease ABC subunit B	2	-15	88.64	44	1	
4572530.3	GenBank	excinuclease ABC subunit C	1	-48	86.11	108	1	
4572530.3	GenBank	excinuclease ABC, B subunit	2	-37.5	84.505	86	2	
4572530.3	GenBank	excision repair cross-complementing rodent repair deficiency complementation group 5	1	-6	96.43	28	1	
4572530.3	GenBank	excision repair cross-complementing rodent repair deficiency, complementation group 3	1	-5	85.71	28	1	
4572530.3	GenBank	excision repair cross-complementing rodent repair deficiency, complementation group 3, isoform CRA_b	2	-18.5	99.02	45	1	
4572530.3	GenBank	excitatory amino acid transporter SLC1A2b	4	-15.5	95.875	43.75	1	
4572530.3	GenBank	excitatory amino acid transporter SLC1A3b	1	-22	86.67	60	1	
4572530.3	GenBank	excitatory amino acid transporter SLC1A7a	3	-13	88.583	42	1	
4572530.3	GenBank	excitatory amino acid transporter SLC1A7b	3	-17	85.57	49.333	1	
4572530.3	GenBank	excitatory amino acid transporter SLC1A8b	2	-10	91.665	36	1	
4572530.3	GenBank	excitatory amino acid transporter SLC1A9	6	-11.667	92.867	37.667	1	
4572530.3	GenBank	exo-rhodopsin	1	-32	98.51	67	1	
4572530.3	GenBank	exocyst complex component 2, isoform CRA_a	1	-16	93.02	43	1	
4572530.3	GenBank	exodeoxyribonuclease I	2	-24.5	78.96	61	2	
4572530.3	GenBank	exodeoxyribonuclease V beta chain	2	-16	88.195	46.5	1	
4572530.3	GenBank	exodeoxyribonuclease V beta chain RecB	1	-28	95.38	65	1	
4572530.3	GenBank	exonuclease 3'-5' domain containing 2	1	-16	82.61	46	1	
4572530.3	GenBank	exonuclease SbcC	2	-34	93.59	78	1	
4572530.3	GenBank	exonuclease SbcD	1	-21	76.56	64	1	
4572530.3	GenBank	exopolyphosphatase	1	-21	75.81	62	1	
4572530.3	GenBank	exoribonuclease II	3	-25.667	96.733	59.333	3	
4572530.3	GenBank	exostoses (multiple) 1	1	-20	96.08	51	1	
4572530.3	GenBank	exostosin 1	1	-20	82.14	56	1	
4572530.3	GenBank	exostosin-2	1	-6	100	25	1	
4572530.3	GenBank	exostosin-like 3	4	-34.5	99.18	71.5	1	
4572530.3	GenBank	exporter of the RND superfamily	1	-43	72.32	112	1	
4572530.3	GenBank	exportin 1, CRM1 homolog (yeast), isoform CRA_a	2	-9.5	100	31.5	1	
4572530.3	GenBank	exportin 4 (XPO4)	1	-11	92.31	39	1	
4572530.3	GenBank	exportin 4, isoform CRA_c	2	-19	94.565	46	1	
4572530.3	GenBank	exportin 5	1	-9	63.64	44	1	
4572530.3	GenBank	exportin 6	1	-8	82.35	34	1	
4572530.3	GenBank	exportin 6, isoform CRA_c	1	-8	82.35	34	1	
4572530.3	GenBank	expressed hypothetical protein	1	-9	65.12	43	1	
4572530.3	GenBank	expressed in synovial lining protein	1	-19	70.97	62	1	
4572530.3	GenBank	expressed sequence AI314180, isoform CRA_a	3	-6	91.717	27.333	1	
4572530.3	GenBank	expressed sequence AI314180, isoform CRA_c	1	-18	86.27	51	1	
4572530.3	GenBank	expressed sequence AW049604	1	-16	100	41	1	
4572530.3	GenBank	expressed sequence AW209491, isoform CRA_a	1	-35	86.59	82	1	
4572530.3	GenBank	extracellular calcium sensing receptor	1	-17	94.87	39	1	
4572530.3	GenBank	extracellular calcium-sensing receptor	6	-28	91.112	65.833	1	
4572530.3	GenBank	extracellular deoxyribonuclease precursor	1	-26	85	60	1	
4572530.3	GenBank	extracellular matrix protein	1	-11	100	36	1	
4572530.3	GenBank	extracellular reelin	1	-25	69.44	72	1	
4572530.3	GenBank	extracellular signal-regulated kinase 3	7	-23.857	93.859	55	1	
4572530.3	GenBank	extracellular signal-regulated kinase 5	2	-33.5	87.66	82.5	1	
4572530.3	GenBank	extracellular solute-binding protein family 7	1	-44	97.7	87	1	
4572530.3	GenBank	extracellular solute-binding protein, family 3	1	-31	61.54	104	1	
4572530.3	GenBank	extracellular tungstate binding protein	1	-28	92.31	65	1	
4572530.3	GenBank	extraocular myosin heavy chain EO-MYHC	1	-6	85.71	28	1	
4572530.3	GenBank	eyes absent homolog 1	1	-5	84.62	26	1	
4572530.3	GenBank	eyes absent homolog 1 (Drosophila), isoform CRA_g	1	-17	85.11	47	1	
4572530.3	GenBank	eyes absent homolog 4 (Drosophila)	1	-6	100	26	1	
4572530.3	GenBank	f-box only protein 32	1	-17	87.76	49	1	
4572530.3	GenBank	fKIAA0552	4	-11.25	83.125	37.25	1	
4572530.3	GenBank	fMet-Leu-Phe receptor	1	-12	77.78	45	1	
4572530.3	GenBank	fOG: TPR repeat protein SEL1 subfamily	1	-18	78.95	57	1	
4572530.3	GenBank	fZF1	2	-22.5	78.89	61	1	
4572530.3	GenBank	fZF2	3	-6.667	97.223	28	1	
4572530.3	GenBank	facilitated glucose transporter 1	1	-8	90.62	32	1	
4572530.3	GenBank	faciogenital dysplasia protein 1A	1	-6	79.41	34	1	
4572530.3	GenBank	factor 8-associated gene a	3	-10	91.993	34.333	1	
4572530.3	GenBank	factor B/C2B	3	-6.333	91.443	27.667	1	
4572530.3	GenBank	factor inhibiting HIF-1	1	-27	88.52	61	1	
4572530.3	GenBank	fam183a	2	-5	67.65	34	1	
4572530.3	GenBank	family with sequence similarity 40, member B, isoform CRA_a	2	-8	96.225	26.5	1	
4572530.3	GenBank	family with sequence similarity 55, member C	1	-6	60.98	41	1	
4572530.3	GenBank	family with sequence similarity 55, member C, isoform CRA_a	1	-6	60.98	41	1	
4572530.3	GenBank	family with sequence similarity 63, member B, isoform CRA_c	2	-10	93.94	33	1	
4572530.3	GenBank	family with sequence similarity 78, member B	1	-22	81.97	61	1	
4572530.3	GenBank	family with sequence similarity 9, member A	1	-8	73.17	41	1	
4572530.3	GenBank	family with sequence similarity 9, member A, isoform CRA_a	1	-8	73.17	41	1	
4572530.3	GenBank	family with sequence similarity 9, member A, isoform CRA_b	2	-8.5	72.645	41.5	1	
4572530.3	GenBank	far upstream element (FUSE) binding protein 1	1	-22	92.59	54	1	
4572530.3	GenBank	farnesoid-X-receptor alpha splice variant 1	1	-8	92.31	26	1	
4572530.3	GenBank	farnesyltransferase subunit beta	2	-16	89.66	43.5	1	
4572530.3	GenBank	fast muscle-specific myosin heavy chain	2	-16.5	92.425	49.5	1	
4572530.3	GenBank	fast myosin heavy chain 2A	2	-30	86.84	76	1	
4572530.3	GenBank	fast myosin heavy chain 2B	9	-16.889	97.253	45.222	1	
4572530.3	GenBank	fast myosin heavy chain 4	7	-23	94.026	57.857	1	
4572530.3	GenBank	fast myosin heavy chain HCII	4	-16.75	89.94	47.5	1	
4572530.3	GenBank	fast myosin heavy chain isoform 2	4	-12.5	90.408	40	1	
4572530.3	GenBank	fast skeletal myosin 10C-type S1	2	-9.5	96.97	32.5	1	
4572530.3	GenBank	fast skeletal myosin 30C-type S1	3	-11.667	87.943	38.667	1	
4572530.3	GenBank	fast skeletal myosin heavy chain	1	-9	94.12	34	1	
4572530.3	GenBank	fat-free protein	5	-26.2	94.664	65.2	1	
4572530.3	GenBank	fat-like	4	-37.25	68.288	98.25	1	
4572530.3	GenBank	fat-like cadherin FATJ protein	2	-32.5	88.31	78	1	
4572530.3	GenBank	fatty acid desaturase	4	-21.5	91.408	50.25	3	
4572530.3	GenBank	fatty acid desaturase domain family, member 6	1	-8	83.87	31	1	
4572530.3	GenBank	fatty acid desaturase domain family, member 6 (predicted)	2	-9.5	75.82	39	1	
4572530.3	GenBank	fatty acid oxidation complex subunit alpha	1	-62	87.05	139	1	
4572530.3	GenBank	fatty acid synthase	9	-13.222	91.779	39.556	4	
4572530.3	GenBank	fatty acid transport protein 4	1	-10	78.95	38	1	
4572530.3	GenBank	fatty acid transport protein-1	2	-13	77.27	44	1	
4572530.3	GenBank	fatty acid/phospholipid synthesis protein PlsX	2	-19.5	98.02	50.5	1	
4572530.3	GenBank	fatty acyl-CoA reductase, putative	1	-6	63.64	33	1	
4572530.3	GenBank	fchsd2 protein	1	-5	77.42	31	1	
4572530.3	GenBank	feline leukemia virus subgroup C receptor 2	1	-11	80.95	42	1	
4572530.3	GenBank	feline sarcoma oncogene, isoform CRA_e	1	-5	66.67	33	1	
4572530.3	GenBank	fem-1 homolog b (C. elegans)	1	-30	79.52	83	1	
4572530.3	GenBank	fem-1 homolog b (C. elegans), isoform CRA_a	1	-30	79.52	83	1	
4572530.3	GenBank	female sterile homeotic-related protein Frg-1	1	-10	82.35	34	1	
4572530.3	GenBank	fer-1-like 4 (C. elegans) (predicted), isoform CRA_a	1	-5	67.74	31	1	
4572530.3	GenBank	fermentation/respiration switch protein	2	-23	90.275	55.5	2	
4572530.3	GenBank	ferredoxin	5	-20.6	91.576	49.6	3	
4572530.3	GenBank	ferric iron ABC transporter ATP-binding protein	1	-34	90	80	1	
4572530.3	GenBank	ferric siderophore transport system binding protein TonB	2	-20.5	100	49.5	1	
4572530.3	GenBank	ferric siderophore transport system biopolymer transport protein ExbB	1	-25	92.19	64	1	
4572530.3	GenBank	ferric vulnibactin outer membrane receptor	1	-34	81.71	82	1	
4572530.3	GenBank	ferritin heavy subunit	3	-8.667	89.747	30.333	2	
4572530.3	GenBank	ferritin-like protein 2	1	-46	95.79	95	1	
4572530.3	GenBank	ferrochelatase	7	-15.429	89.95	42.714	2	
4572530.3	GenBank	ferrodoxin-NADP(+) reductase	2	-12	85.55	40	1	
4572530.3	GenBank	ferroportin1	2	-11	85.71	35	1	
4572530.3	GenBank	ferrous iron efflux protein F	2	-8.5	76.07	35.5	1	
4572530.3	GenBank	ferrous iron transport protein B	3	-22.667	86.507	57	3	
4572530.3	GenBank	fetal Alzheimer antigen, isoform CRA_a	6	-9.833	75.268	38.833	1	
4572530.3	GenBank	fetal brain protein 239	1	-11	93.94	33	1	
4572530.3	GenBank	fetuin B	3	-14.333	89.023	42.333	1	
4572530.3	GenBank	fetuin-B	1	-5	84.62	26	1	
4572530.3	GenBank	fibrillarin	1	-19	97.96	49	1	
4572530.3	GenBank	fibrillin 2	7	-14.714	84.213	41	1	
4572530.3	GenBank	fibrillin 2 (congenital contractural arachnodactyly), isoform CRA_c	1	-6	77.78	27	1	
4572530.3	GenBank	fibrillin-1	1	-20	95.45	44	1	
4572530.3	GenBank	fibrillin3-like	1	-7	64.1	39	1	
4572530.3	GenBank	fibrinogen C domain containing 1 (predicted)	2	-9.5	60.77	58.5	1	
4572530.3	GenBank	fibrinogen alpha chain	2	-9	100	29	1	
4572530.3	GenBank	fibrinogen beta chain precursor	2	-22	99.22	49	2	
4572530.3	GenBank	fibroblast growth factor 2-interacting factor	2	-8	70.27	37	1	
4572530.3	GenBank	fibroblast growth factor 20	1	-6	96.15	26	1	
4572530.3	GenBank	fibroblast growth factor 20a	2	-14.5	96.43	42.5	1	
4572530.3	GenBank	fibroblast growth factor 24	4	-13.5	100	35.5	1	
4572530.3	GenBank	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome), isoform CRA_j	2	-13.5	98.685	38	1	
4572530.3	GenBank	fibroblast growth factor receptor 4	5	-10.6	95.932	31.6	1	
4572530.3	GenBank	fibroblast growth factor receptor substrate 2 (predicted), isoform CRA_b	1	-12	76.09	46	1	
4572530.3	GenBank	fibroblast growth factor receptor-1 isoform IIIb	2	-11	100	34	1	
4572530.3	GenBank	fibroblast growth factor-related protein FGF-13	2	-5	81.48	27	1	
4572530.3	GenBank	fibromodulin	1	-27	65.79	76	1	
4572530.3	GenBank	fibromodulin precursor	1	-27	65.79	76	1	
4572530.3	GenBank	fibronectin 1, isoform CRA_a	1	-10	63.04	46	1	
4572530.3	GenBank	fibronectin 1a isoform 1	10	-12.7	79.407	39.8	1	
4572530.3	GenBank	fibronectin 1b	2	-5.5	75.91	32	1	
4572530.3	GenBank	fibronectin 3	2	-13.5	79.22	43.5	1	
4572530.3	GenBank	fibronectin leucine rich transmembrane protein 3, isoform CRA_a	1	-9	81.25	32	1	
4572530.3	GenBank	fibronectin leucine rich transmembrane protein 3-like	1	-36	82.42	91	1	
4572530.3	GenBank	fibronectin type III domain containing 3B, isoform CRA_b	1	-17	63.93	61	1	
4572530.3	GenBank	fibronectin type III domain containing 3a (predicted), isoform CRA_a	1	-7	100	27	1	
4572530.3	GenBank	fibronectin type III domain containing 4	1	-16	84.78	46	1	
4572530.3	GenBank	fibronectin type III domain containing 7, isoform CRA_a	1	-6	71.43	35	1	
4572530.3	GenBank	fibropellin Ib	1	-7	63.89	36	1	
4572530.3	GenBank	fidgetin	1	-16	74.07	54	1	
4572530.3	GenBank	fidgetin-like 2-like	1	-12	94.29	35	1	
4572530.3	GenBank	filamin A interacting protein 1, isoform CRA_a	5	-21	79.43	63.6	1	
4572530.3	GenBank	filamin A, alpha (predicted)	1	-13	92.31	39	1	
4572530.3	GenBank	filamin A, alpha isoform 2 (predicted)	3	-16	83.88	45.667	1	
4572530.3	GenBank	filamin A-like	1	-18	85.42	48	1	
4572530.3	GenBank	filamin B, beta (actin binding protein 278), isoform CRA_d	1	-31	83.78	74	1	
4572530.3	GenBank	filamin C, gamma (actin binding protein 280), isoform CRA_b	1	-20	95.92	49	1	
4572530.3	GenBank	filamin alpha	1	-23	89.29	56	1	
4572530.3	GenBank	filamin, alpha (predicted), isoform CRA_a	1	-23	89.29	56	1	
4572530.3	GenBank	fimbriae-associated protein, putative	1	-6	69.7	33	1	
4572530.3	GenBank	fimbrial assembly protein PilP, putative	2	-7	76.67	30	1	
4572530.3	GenBank	fimbrial protein	2	-7	64.185	43	1	
4572530.3	GenBank	fimh-like protein	1	-26	80	65	1	
4572530.3	GenBank	fizzy-related protein	1	-22	94.34	53	1	
4572530.3	GenBank	fizzy/cell division cycle 20 related 1 (Drosophila), isoform CRA_b	1	-22	94.34	53	1	
4572530.3	GenBank	flagellar L-ring protein FlgH	3	-21.333	92.333	55	2	
4572530.3	GenBank	flagellar P-ring protein FlgI	1	-13	100	39	1	
4572530.3	GenBank	flagellar assembly protein FliH	2	-35	98.53	68	1	
4572530.3	GenBank	flagellar basal body L-ring protein	3	-24.667	88.337	64.333	1	
4572530.3	GenBank	flagellar basal body P-ring biosynthesis protein FlgA	2	-24	80.88	68	1	
4572530.3	GenBank	flagellar basal body protein	1	-15	88.64	44	1	
4572530.3	GenBank	flagellar basal body rod protein	1	-19	85.96	57	1	
4572530.3	GenBank	flagellar biosynthesis protein A	1	-63	99.22	128	1	
